"ID" "sec" "frame" "pos_y" "pos_x" "dY" "absdY" "cat" "gp"
"144" 1 143 1430 33.8920429928313 47.2307233052204 -8.90026816811668 8.90026816811668 1 "Sti"
"145" 1 144 1440 74.0372022921044 39.538190440921 -92.7919037434836 92.7919037434836 1 "Sti"
"146" 1 145 1450 187.53746352149 54.5596329709323 -106.257291642469 106.257291642469 1 "Sti"
"147" 1 146 1460 294.535950901751 87.1149682607325 -91.0542263407988 91.0542263407988 1 "Sti"
"148" 1 147 1470 358.617637460089 91.1831709074758 -51.6570631115143 51.6570631115143 1 "Sti"
"149" 1 148 1480.3 393.730866562041 92.7977275027503 -14.458956024364 14.707529952623 1 "Sti"
"150" 1 149 1490 396.205175498466 92.2492178094935 3.0815967240834 3.63545186892043 1 "Sti"
"151" 1 150 1500 395.828812640016 90.2144630054863 -3.59007848039647 3.88032913711021 1 "Sti"
"3016" 2 143 1430 397.162138949449 166.860398466948 2.78782187550701 2.8108480203673 1 "Sti"
"3017" 2 144 1440 393.320164042551 192.309592427768 -2.47502826593313 8.02699157631332 1 "Sti"
"3018" 2 145 1450 401.59267505931 219.619050462389 -1.9163175084359 5.28432255345115 1 "Sti"
"3019" 2 146 1460 398.735206047533 216.950935296374 -0.550061483251511 3.70032877458334 1 "Sti"
"3020" 2 147 1470 399.406512935207 215.488020047167 3.95539320063807 4.92443197801293 1 "Sti"
"3021" 2 148 1480.3 396.782695155952 183.115583704371 -4.77302962080591 7.10053552685486 1 "Sti"
"3022" 2 149 1490 403.267566364097 161.299869224977 -1.43149200621258 3.69568406656924 1 "Sti"
"3023" 2 150 1500 403.120622366041 159.47400308425 -0.539760958212469 1.68302736160126 1 "Sti"
"5888" 3 143 1430 18.0707773791802 287.493472317775 -14.2333174869842 14.2333174869842 1 "Sti"
"5889" 3 144 1440 72.6627662215176 286.293128830964 -100.889662529615 100.889662529615 1 "Sti"
"5890" 3 145 1450 181.483276645562 299.352558653397 -100.728098569272 100.728098569272 1 "Sti"
"5891" 3 146 1460 286.916796382753 293.862846514518 -95.3967674500616 95.3967674500616 1 "Sti"
"5892" 3 147 1470 357.33170301269 282.006302282857 -53.7131976895099 53.7131976895099 1 "Sti"
"5893" 3 148 1480.3 383.30278974621 280.503721313574 -0.271542154642987 10.9149340716409 1 "Sti"
"5894" 3 149 1490 385.387358666098 284.142951640966 -11.7925930660357 11.7925930660357 1 "Sti"
"5895" 3 150 1500 394.482126072161 282.787268469518 2.17941857991138 5.74220742596242 1 "Sti"
"8754" 4 143 1430 275.826667668986 429.599711437027 -41.1428049728498 42.004671628344 1 "Sti"
"8755" 4 144 1440 366.179098189739 422.906054992167 -77.0045664620295 77.0045664620295 1 "Sti"
"8756" 4 145 1450 386.311037543348 410.140047839791 4.85495800393608 4.97030382859487 1 "Sti"
"8757" 4 146 1460 376.8141088302 412.980382590905 15.9595529590277 15.9595529590277 1 "Sti"
"8758" 4 147 1470 362.756151288303 415.319988550786 1.1374639674786 8.03322164821697 1 "Sti"
"8759" 4 148 1480.3 377.905000555683 428.081590271977 -18.1900828883309 18.3047516778894 1 "Sti"
"8760" 4 149 1490 384.748800175057 427.716608745109 -7.50879990727549 8.61819042434479 1 "Sti"
"8761" 4 150 1500 396.608315266358 409.629191241161 -5.10325806157488 5.10325806157488 1 "Sti"
"11626" 5 143 1430 10.5394182495953 533.124593848321 -16.8443742393342 18.9885165774727 1 "Sti"
"11627" 5 144 1440 64.2679425636588 522.88866154762 -57.2462633028804 57.2462633028804 1 "Sti"
"11628" 5 145 1450 90.0953886286234 519.318024464922 -18.123873353051 18.123873353051 1 "Sti"
"11629" 5 146 1460 132.571215637902 546.369567266812 -64.2909150999668 64.2909150999668 1 "Sti"
"11630" 5 147 1470 200.383534853535 584.364744247306 -67.0141039594832 67.0141039594832 1 "Sti"
"11631" 5 148 1480.3 268.252513109384 574.383747852825 -65.5912413498322 65.5912413498322 1 "Sti"
"11632" 5 149 1489.85714285714 323.509609433743 566.049373906494 -46.3438728512338 46.3438728512338 1 "Sti"
"11633" 5 150 1500 376.801849971297 583.79665418742 -47.5466016797042 47.5466016797042 1 "Sti"
